"ID","degree","eigen_clust","walk_clust","url"
"doi:10.18739/A2DR74",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2DR74"
"doi:10.18739/A2DS2K",27,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2DS2K"
"doi:10.18739/A2DS3Z",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2DS3Z"
"doi:10.18739/A2DS4B",1,113,156,"https://arcticdata.io/catalog/view/doi:10.18739/A2DS4B"
"doi:10.18739/A2DS63",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2DS63"
"doi:10.18739/A2DS8V",1,108,187,"https://arcticdata.io/catalog/view/doi:10.18739/A2DS8V"
"doi:10.18739/A2DS97",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2DS97"
"doi:10.18739/A2DT05",14,64,232,"https://arcticdata.io/catalog/view/doi:10.18739/A2DT05"
"doi:10.18739/A2DT1J",25,59,245,"https://arcticdata.io/catalog/view/doi:10.18739/A2DT1J"
"doi:10.18739/A2DV5D",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2DV5D"
"doi:10.18739/A2DV6S",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2DV6S"
"doi:10.18739/A2DV75",30,33,119,"https://arcticdata.io/catalog/view/doi:10.18739/A2DV75"
"doi:10.18739/A2DV9X",8,43,246,"https://arcticdata.io/catalog/view/doi:10.18739/A2DV9X"
"doi:10.18739/A2DW2M",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2DW2M"
"doi:10.18739/A2DW4C",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2DW4C"
"doi:10.18739/A2DW8W",28,170,59,"https://arcticdata.io/catalog/view/doi:10.18739/A2DW8W"
"doi:10.18739/A2DZ03145",45,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2DZ03145"
"doi:10.18739/A2DZ29",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2DZ29"
"doi:10.18739/A2DZ42",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2DZ42"
"doi:10.18739/A2DZ8K",7,35,100,"https://arcticdata.io/catalog/view/doi:10.18739/A2DZ8K"
"doi:10.18739/A2F07V",21,177,67,"https://arcticdata.io/catalog/view/doi:10.18739/A2F07V"
"doi:10.18739/A2F09M",25,59,245,"https://arcticdata.io/catalog/view/doi:10.18739/A2F09M"
"doi:10.18739/A2F231",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2F231"
"doi:10.18739/A2F24D",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2F24D"
"doi:10.18739/A2F265",30,33,119,"https://arcticdata.io/catalog/view/doi:10.18739/A2F265"
"doi:10.18739/A2F299",19,9,138,"https://arcticdata.io/catalog/view/doi:10.18739/A2F299"
"doi:10.18739/A2F34R",4,170,25,"https://arcticdata.io/catalog/view/doi:10.18739/A2F34R"
"doi:10.18739/A2F36H",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2F36H"
"doi:10.18739/A2F47GT18",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2F47GT18"
"doi:10.18739/A2F490",109,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2F490"
"doi:10.18739/A2F50X",1,170,252,"https://arcticdata.io/catalog/view/doi:10.18739/A2F50X"
"doi:10.18739/A2F52P",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2F52P"
"doi:10.18739/A2F532",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2F532"
"doi:10.18739/A2F54F",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2F54F"
"doi:10.18739/A2F57K",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2F57K"
"doi:10.18739/A2F58Z",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2F58Z"
"doi:10.18739/A2F63D",5,47,160,"https://arcticdata.io/catalog/view/doi:10.18739/A2F63D"
"doi:10.18739/A2F76666Z",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2F76666Z"
"doi:10.18739/A2F80Z",3,48,197,"https://arcticdata.io/catalog/view/doi:10.18739/A2F80Z"
"doi:10.18739/A2F82Q",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2F82Q"
"doi:10.18739/A2F833",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2F833"
"doi:10.18739/A2F867",1,68,185,"https://arcticdata.io/catalog/view/doi:10.18739/A2F867"
"doi:10.18739/A2F87M",6,62,87,"https://arcticdata.io/catalog/view/doi:10.18739/A2F87M"
"doi:10.18739/A2F880",24,32,249,"https://arcticdata.io/catalog/view/doi:10.18739/A2F880"
"doi:10.18739/A2F93F",32,170,25,"https://arcticdata.io/catalog/view/doi:10.18739/A2F93F"
"doi:10.18739/A2F956",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2F956"
"doi:10.18739/A2FB4WK6F",2,105,123,"https://arcticdata.io/catalog/view/doi:10.18739/A2FB4WK6F"
"doi:10.18739/A2FB4WK8D",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2FB4WK8D"
"doi:10.18739/A2FB4WM00",50,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2FB4WM00"
"doi:10.18739/A2FB8P",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2FB8P"
"doi:10.18739/A2FB92",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FB92"
"doi:10.18739/A2FC00",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FC00"
"doi:10.18739/A2FC1C",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2FC1C"
"doi:10.18739/A2FD1Q",12,31,229,"https://arcticdata.io/catalog/view/doi:10.18739/A2FD1Q"
"doi:10.18739/A2FD23",11,10,238,"https://arcticdata.io/catalog/view/doi:10.18739/A2FD23"
"doi:10.18739/A2FF8Q",14,170,74,"https://arcticdata.io/catalog/view/doi:10.18739/A2FF8Q"
"doi:10.18739/A2FF93",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2FF93"
"doi:10.18739/A2FG4J",27,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2FG4J"
"doi:10.18739/A2FG5X",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FG5X"
"doi:10.18739/A2FG69",4,170,107,"https://arcticdata.io/catalog/view/doi:10.18739/A2FG69"
"doi:10.18739/A2FH3H",12,8,157,"https://arcticdata.io/catalog/view/doi:10.18739/A2FH3H"
"doi:10.18739/A2FJ29C23",14,170,48,"https://arcticdata.io/catalog/view/doi:10.18739/A2FJ29C23"
"doi:10.18739/A2FJ29C5J",6,91,220,"https://arcticdata.io/catalog/view/doi:10.18739/A2FJ29C5J"
"doi:10.18739/A2FJ94",4,95,240,"https://arcticdata.io/catalog/view/doi:10.18739/A2FJ94"
"doi:10.18739/A2FK1F",5,114,94,"https://arcticdata.io/catalog/view/doi:10.18739/A2FK1F"
"doi:10.18739/A2FK2T",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2FK2T"
"doi:10.18739/A2FK9G",4,172,15,"https://arcticdata.io/catalog/view/doi:10.18739/A2FK9G"
"doi:10.18739/A2FM0D",22,36,152,"https://arcticdata.io/catalog/view/doi:10.18739/A2FM0D"
"doi:10.18739/A2FM25",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2FM25"
"doi:10.18739/A2FM3J",13,170,73,"https://arcticdata.io/catalog/view/doi:10.18739/A2FM3J"
"doi:10.18739/A2FN10R6W",29,17,236,"https://arcticdata.io/catalog/view/doi:10.18739/A2FN10R6W"
"doi:10.18739/A2FN10R8V",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2FN10R8V"
"doi:10.18739/A2FN7D",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FN7D"
"doi:10.18739/A2FN8S",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FN8S"
"doi:10.18739/A2FN95",6,54,111,"https://arcticdata.io/catalog/view/doi:10.18739/A2FN95"
"doi:10.18739/A2FP03",4,115,190,"https://arcticdata.io/catalog/view/doi:10.18739/A2FP03"
"doi:10.18739/A2FP84",8,56,142,"https://arcticdata.io/catalog/view/doi:10.18739/A2FP84"
"doi:10.18739/A2FP9H",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2FP9H"
"doi:10.18739/A2FQ0F",12,8,157,"https://arcticdata.io/catalog/view/doi:10.18739/A2FQ0F"
"doi:10.18739/A2FQ9Q50S",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2FQ9Q50S"
"doi:10.18739/A2FQ9Q518",12,58,167,"https://arcticdata.io/catalog/view/doi:10.18739/A2FQ9Q518"
"doi:10.18739/A2FQ9Q52R",19,170,76,"https://arcticdata.io/catalog/view/doi:10.18739/A2FQ9Q52R"
"doi:10.18739/A2FR5P",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FR5P"
"doi:10.18739/A2FR62",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2FR62"
"doi:10.18739/A2FR7F",13,29,17,"https://arcticdata.io/catalog/view/doi:10.18739/A2FR7F"
"doi:10.18739/A2FS1H",100,168,8,"https://arcticdata.io/catalog/view/doi:10.18739/A2FS1H"
"doi:10.18739/A2FS38",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2FS38"
"doi:10.18739/A2FS51",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2FS51"
"doi:10.18739/A2FT0G",14,64,232,"https://arcticdata.io/catalog/view/doi:10.18739/A2FT0G"
"doi:10.18739/A2FT1V",25,59,245,"https://arcticdata.io/catalog/view/doi:10.18739/A2FT1V"
"doi:10.18739/A2FT3M",14,170,48,"https://arcticdata.io/catalog/view/doi:10.18739/A2FT3M"
"doi:10.18739/A2FT8DJ14",45,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2FT8DJ14"
"doi:10.18739/A2FT8DJ33",100,168,8,"https://arcticdata.io/catalog/view/doi:10.18739/A2FT8DJ33"
"doi:10.18739/A2FV4B",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FV4B"
"doi:10.18739/A2FV63",10,72,22,"https://arcticdata.io/catalog/view/doi:10.18739/A2FV63"
"doi:10.18739/A2FV7G",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2FV7G"
"doi:10.18739/A2FW1J",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FW1J"
"doi:10.18739/A2FW2X",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2FW2X"
"doi:10.18739/A2FW39",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2FW39"
"doi:10.18739/A2FW7T",13,169,37,"https://arcticdata.io/catalog/view/doi:10.18739/A2FW7T"
"doi:10.18739/A2FW86",44,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2FW86"
"doi:10.18739/A2FW9K",21,28,237,"https://arcticdata.io/catalog/view/doi:10.18739/A2FW9K"
"doi:10.18739/A2FX73X4F",7,2,231,"https://arcticdata.io/catalog/view/doi:10.18739/A2FX73X4F"
"doi:10.18739/A2FX73X7W",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2FX73X7W"
"doi:10.18739/A2FZ4C",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FZ4C"
"doi:10.18739/A2FZ5R",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2FZ5R"
"doi:10.18739/A2FZ7H",30,33,119,"https://arcticdata.io/catalog/view/doi:10.18739/A2FZ7H"
"doi:10.18739/A2FZ8W",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2FZ8W"
"doi:10.18739/A2G028",26,4,225,"https://arcticdata.io/catalog/view/doi:10.18739/A2G028"
"doi:10.18739/A2G05D",2,116,200,"https://arcticdata.io/catalog/view/doi:10.18739/A2G05D"
"doi:10.18739/A2G06S",14,88,80,"https://arcticdata.io/catalog/view/doi:10.18739/A2G06S"
"doi:10.18739/A2G08J",3,70,186,"https://arcticdata.io/catalog/view/doi:10.18739/A2G08J"
"doi:10.18739/A2G15T973",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2G15T973"
"doi:10.18739/A2G15T992",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2G15T992"
"doi:10.18739/A2G15TB05",7,79,151,"https://arcticdata.io/catalog/view/doi:10.18739/A2G15TB05"
"doi:10.18739/A2G206",44,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2G206"
"doi:10.18739/A2G24Q",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2G24Q"
"doi:10.18739/A2G26G",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2G26G"
"doi:10.18739/A2G27V",7,79,151,"https://arcticdata.io/catalog/view/doi:10.18739/A2G27V"
"doi:10.18739/A2G287",19,9,138,"https://arcticdata.io/catalog/view/doi:10.18739/A2G287"
"doi:10.18739/A2G342",45,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2G342"
"doi:10.18739/A2G376",3,40,103,"https://arcticdata.io/catalog/view/doi:10.18739/A2G376"
"doi:10.18739/A2G44HQ1H",33,7,128,"https://arcticdata.io/catalog/view/doi:10.18739/A2G44HQ1H"
"doi:10.18739/A2G54R",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2G54R"
"doi:10.18739/A2G554",30,33,119,"https://arcticdata.io/catalog/view/doi:10.18739/A2G554"
"doi:10.18739/A2G62B",1,179,4,"https://arcticdata.io/catalog/view/doi:10.18739/A2G62B"
"doi:10.18739/A2G643",32,170,25,"https://arcticdata.io/catalog/view/doi:10.18739/A2G643"
"doi:10.18739/A2G65G",14,170,72,"https://arcticdata.io/catalog/view/doi:10.18739/A2G65G"
"doi:10.18739/A2G73733R",4,179,4,"https://arcticdata.io/catalog/view/doi:10.18739/A2G73733R"
"doi:10.18739/A2G73735Q",4,74,29,"https://arcticdata.io/catalog/view/doi:10.18739/A2G73735Q"
"doi:10.18739/A2G737366",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2G737366"
"doi:10.18739/A2G74F",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2G74F"
"doi:10.18739/A2G821",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2G821"
"doi:10.18739/A2G86J",19,3,26,"https://arcticdata.io/catalog/view/doi:10.18739/A2G86J"
"doi:10.18739/A2G87X",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2G87X"
"doi:10.18739/A2G889",24,32,249,"https://arcticdata.io/catalog/view/doi:10.18739/A2G889"
"doi:10.18739/A2G910",1,107,164,"https://arcticdata.io/catalog/view/doi:10.18739/A2G910"
"doi:10.18739/A2G944",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2G944"
"doi:10.18739/A2G95H",38,16,235,"https://arcticdata.io/catalog/view/doi:10.18739/A2G95H"
"doi:10.18739/A2GB1XG6P",11,169,42,"https://arcticdata.io/catalog/view/doi:10.18739/A2GB1XG6P"
"doi:10.18739/A2GB9C",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GB9C"
"doi:10.18739/A2GC09",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GC09"
"doi:10.18739/A2GC1P",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2GC1P"
"doi:10.18739/A2GC22",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2GC22"
"doi:10.18739/A2GC8B",4,93,116,"https://arcticdata.io/catalog/view/doi:10.18739/A2GC8B"
"doi:10.18739/A2GC9Q",12,170,57,"https://arcticdata.io/catalog/view/doi:10.18739/A2GC9Q"
"doi:10.18739/A2GD11",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2GD11"
"doi:10.18739/A2GD3S",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2GD3S"
"doi:10.18739/A2GF0MW03",29,17,236,"https://arcticdata.io/catalog/view/doi:10.18739/A2GF0MW03"
"doi:10.18739/A2GF7N",3,94,134,"https://arcticdata.io/catalog/view/doi:10.18739/A2GF7N"
"doi:10.18739/A2GG0B",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GG0B"
"doi:10.18739/A2GG1Q",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GG1Q"
"doi:10.18739/A2GG57",19,38,109,"https://arcticdata.io/catalog/view/doi:10.18739/A2GG57"
"doi:10.18739/A2GH12",1,117,178,"https://arcticdata.io/catalog/view/doi:10.18739/A2GH12"
"doi:10.18739/A2GH2F",38,16,235,"https://arcticdata.io/catalog/view/doi:10.18739/A2GH2F"
"doi:10.18739/A2GH9B82S",23,3,26,"https://arcticdata.io/catalog/view/doi:10.18739/A2GH9B82S"
"doi:10.18739/A2GJ69",4,8,219,"https://arcticdata.io/catalog/view/doi:10.18739/A2GJ69"
"doi:10.18739/A2GJ7P",33,170,35,"https://arcticdata.io/catalog/view/doi:10.18739/A2GJ7P"
"doi:10.18739/A2GJ9F",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2GJ9F"
"doi:10.18739/A2GK1R",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2GK1R"
"doi:10.18739/A2GK4W",27,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2GK4W"
"doi:10.18739/A2GK58",92,169,37,"https://arcticdata.io/catalog/view/doi:10.18739/A2GK58"
"doi:10.18739/A2GK8D",20,45,105,"https://arcticdata.io/catalog/view/doi:10.18739/A2GK8D"
"doi:10.18739/A2GM0Q",1,1,81,"https://arcticdata.io/catalog/view/doi:10.18739/A2GM0Q"
"doi:10.18739/A2GM13",28,170,59,"https://arcticdata.io/catalog/view/doi:10.18739/A2GM13"
"doi:10.18739/A2GM2G",4,116,39,"https://arcticdata.io/catalog/view/doi:10.18739/A2GM2G"
"doi:10.18739/A2GM3V",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2GM3V"
"doi:10.18739/A2GM81N72",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2GM81N72"
"doi:10.18739/A2GN83",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GN83"
"doi:10.18739/A2GP25",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GP25"
"doi:10.18739/A2GP3J",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GP3J"
"doi:10.18739/A2GP4X",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2GP4X"
"doi:10.18739/A2GP6P",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2GP6P"
"doi:10.18739/A2GP8F",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2GP8F"
"doi:10.18739/A2GQ0R",5,49,96,"https://arcticdata.io/catalog/view/doi:10.18739/A2GQ0R"
"doi:10.18739/A2GQ14",25,59,245,"https://arcticdata.io/catalog/view/doi:10.18739/A2GQ14"
"doi:10.18739/A2GQ2H",18,167,24,"https://arcticdata.io/catalog/view/doi:10.18739/A2GQ2H"
"doi:10.18739/A2GQ6R201",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2GQ6R201"
"doi:10.18739/A2GQ6R21H",19,170,76,"https://arcticdata.io/catalog/view/doi:10.18739/A2GQ6R21H"
"doi:10.18739/A2GR6C",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GR6C"
"doi:10.18739/A2GR84",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2GR84"
"doi:10.18739/A2GS1T",25,167,24,"https://arcticdata.io/catalog/view/doi:10.18739/A2GS1T"
"doi:10.18739/A2GS26",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GS26"
"doi:10.18739/A2GS3K",7,25,115,"https://arcticdata.io/catalog/view/doi:10.18739/A2GS3K"
"doi:10.18739/A2GS8G",14,170,74,"https://arcticdata.io/catalog/view/doi:10.18739/A2GS8G"
"doi:10.18739/A2GT5FF1C",25,170,31,"https://arcticdata.io/catalog/view/doi:10.18739/A2GT5FF1C"
"doi:10.18739/A2GV51",33,170,35,"https://arcticdata.io/catalog/view/doi:10.18739/A2GV51"
"doi:10.18739/A2GV6D",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2GV6D"
"doi:10.18739/A2GV9J",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2GV9J"
"doi:10.18739/A2GW27",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2GW27"
"doi:10.18739/A2GW3M",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2GW3M"
"doi:10.18739/A2GW6R",15,170,72,"https://arcticdata.io/catalog/view/doi:10.18739/A2GW6R"
"doi:10.18739/A2GW74",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2GW74"
"doi:10.18739/A2GW8H",8,56,142,"https://arcticdata.io/catalog/view/doi:10.18739/A2GW8H"
"doi:10.18739/A2GW9W",21,28,237,"https://arcticdata.io/catalog/view/doi:10.18739/A2GW9W"
"doi:10.18739/A2GX44T6N",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2GX44T6N"
"doi:10.18739/A2GX44T8M",2,101,41,"https://arcticdata.io/catalog/view/doi:10.18739/A2GX44T8M"
"doi:10.18739/A2GZ1J",109,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2GZ1J"
"doi:10.18739/A2GZ4P",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2GZ4P"
"doi:10.18739/A2GZ7T",2,98,169,"https://arcticdata.io/catalog/view/doi:10.18739/A2GZ7T"
"doi:10.18739/A2H00T",44,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2H00T"
"doi:10.18739/A2H016",13,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2H016"
"doi:10.18739/A2H02K",26,4,225,"https://arcticdata.io/catalog/view/doi:10.18739/A2H02K"
"doi:10.18739/A2H20H",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2H20H"
"doi:10.18739/A2H23N",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2H23N"
"doi:10.18739/A2H241",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2H241"
"doi:10.18739/A2H25D",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2H25D"
"doi:10.18739/A2H275",12,31,229,"https://arcticdata.io/catalog/view/doi:10.18739/A2H275"
"doi:10.18739/A2H28J",19,9,138,"https://arcticdata.io/catalog/view/doi:10.18739/A2H28J"
"doi:10.18739/A2H29X",17,170,67,"https://arcticdata.io/catalog/view/doi:10.18739/A2H29X"
"doi:10.18739/A2H30V",24,32,249,"https://arcticdata.io/catalog/view/doi:10.18739/A2H30V"
"doi:10.18739/A2H35R",33,170,25,"https://arcticdata.io/catalog/view/doi:10.18739/A2H35R"
"doi:10.18739/A2H364",2,76,38,"https://arcticdata.io/catalog/view/doi:10.18739/A2H364"
"doi:10.18739/A2H37H",11,10,238,"https://arcticdata.io/catalog/view/doi:10.18739/A2H37H"
"doi:10.18739/A2H50J",20,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2H50J"
"doi:10.18739/A2H529",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2H529"
"doi:10.18739/A2H58K",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2H58K"
"doi:10.18739/A2H65S",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2H65S"
"doi:10.18739/A2H70805Z",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2H70805Z"
"doi:10.18739/A2H82B",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2H82B"
"doi:10.18739/A2H95T",38,16,235,"https://arcticdata.io/catalog/view/doi:10.18739/A2H95T"
"doi:10.18739/A2HB9P",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2HB9P"
"doi:10.18739/A2HC0M",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2HC0M"
"doi:10.18739/A2HC10",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2HC10"
"doi:10.18739/A2HC2C",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2HC2C"
"doi:10.18739/A2HC3R",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2HC3R"
"doi:10.18739/A2HC44",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2HC44"
"doi:10.18739/A2HC8N",17,170,67,"https://arcticdata.io/catalog/view/doi:10.18739/A2HC8N"
"doi:10.18739/A2HD0Z",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2HD0Z"
"doi:10.18739/A2HD2Q",22,36,152,"https://arcticdata.io/catalog/view/doi:10.18739/A2HD2Q"
"doi:10.18739/A2HD7NS0S",6,39,239,"https://arcticdata.io/catalog/view/doi:10.18739/A2HD7NS0S"
"doi:10.18739/A2HD7NS18",29,17,236,"https://arcticdata.io/catalog/view/doi:10.18739/A2HD7NS18"
"doi:10.18739/A2HG0N",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2HG0N"
"doi:10.18739/A2HG45",25,167,24,"https://arcticdata.io/catalog/view/doi:10.18739/A2HG45"
"doi:10.18739/A2HG5J",19,38,109,"https://arcticdata.io/catalog/view/doi:10.18739/A2HG5J"
"doi:10.18739/A2HG6X",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2HG6X"
"doi:10.18739/A2HH2R",28,170,59,"https://arcticdata.io/catalog/view/doi:10.18739/A2HH2R"
"doi:10.18739/A2HH34",38,16,235,"https://arcticdata.io/catalog/view/doi:10.18739/A2HH34"
"doi:10.18739/A2HH6C55G",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2HH6C55G"
"doi:10.18739/A2HH6C56Z",2,118,207,"https://arcticdata.io/catalog/view/doi:10.18739/A2HH6C56Z"
"doi:10.18739/A2HJ57",8,60,132,"https://arcticdata.io/catalog/view/doi:10.18739/A2HJ57"
"doi:10.18739/A2HJ8C",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2HJ8C"
"doi:10.18739/A2HJ9R",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2HJ9R"
"doi:10.18739/A2HK0P",316,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2HK0P"
"doi:10.18739/A2HK3T",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2HK3T"
"doi:10.18739/A2HK6Z",1,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2HK6Z"
"doi:10.18739/A2HM1D",38,16,235,"https://arcticdata.io/catalog/view/doi:10.18739/A2HM1D"
"doi:10.18739/A2HN9S",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2HN9S"
"doi:10.18739/A2HP13",4,42,66,"https://arcticdata.io/catalog/view/doi:10.18739/A2HP13"
"doi:10.18739/A2HP2G",44,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2HP2G"
"doi:10.18739/A2HP47",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2HP47"
"doi:10.18739/A2HP5M",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2HP5M"
"doi:10.18739/A2HP7C",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2HP7C"
"doi:10.18739/A2HQ02",39,169,59,"https://arcticdata.io/catalog/view/doi:10.18739/A2HQ02"
"doi:10.18739/A2HQ2T",1,24,141,"https://arcticdata.io/catalog/view/doi:10.18739/A2HQ2T"
